ID,Text
20,Ter cuidado com as cpias fieis da internet. Procurar ler e escrever com suas palavras a partir do que entendeu.
22,Texto bem escrito; apenas rever as margens (conforme a ABNT) e fazer cabealho nos trabalhos.
23,Ler outros textos sobre o assunto para lher dar suporte necessrio para construo de textos mais concisos.
24,Procure ler mais; para escrever mais acerca dos temas propostos. No esquecer de fazer cabeaalhos nos trabalhos e colocar o titulo.
25,No realizar cpia da internet na ntegra; procure ler mais sobre o assunto e s assim escrever com suas palavras.
26,Texto bem escrito; ter cuidado apenas com as cpias da internet e lembrar de fazer cabealho e por ttulo.
27,Texto bem elaborado. Parabns. Faltou apenas cabealho
28,Faltou o titulo e cabealho. E voc copiou um texto inteiro da internet. Tenha cuidado com estas copias; pois isso lhe prejudica. procure ler e escrever com suas palavras.
29,No realizar cpia da internet na ntegra; procure ler mais sobre o assunto e s assim escrever com suas palavras.
30,Texto bem escrito; apenas rever as margens (conforme a ABNT) e fazer cabealho nos trabalhos.
31,Ler outros textos (fontes) para lhe dar suporte na construo de textos concisos e coerentes. ver pontuao e sempre reler seu texto construdo para organizar as idias melhor. Faltou colocar o titulo proposto e o cabealho.
32,Excelente texto. Faltou apenas o cabealho.
33,Seu texto est bom; precisa apenas ler um pouco mais outras fontes pra lhe dar melhor suporte.
34,Voc fez um texto com cpia fiel da internet. Tenho cuidado com isso; procure ler e construir com suas palavras.
35,Texto bom; precisa apenas ler mais um pouco; para desenvolver melhor seus textos. Faltou organizar as margens (conforme as normas da ABNT) e fazer cabealho.
36,Muito bom seu texto. parabns. Texto conciso e coerente.
37,Ter cuidado com copias da internet.
38,Procure ler mais fontes acerca do assunto proposto para escrever mais elaborado seus textos.
39,Nao esquea de ler outras fontes (textos) do assunto proposto para assim ajudar-lhe na elaborao de seus textos.
40,Voc usou cpia da internet. Tenha cuidado que isso pode lhe prejudicar. procure ler outras fontes e so assim escrever com suas palavras.
42,Ter cuidado com as cpias da internet e ao usa-las fazer citao.
43,Texto super coerente com a proposta do titulo; linguem diretae concisa.
44,Cuidado com as cpias da internet. Desta forma voc pode se prejudicar; procure ler outras fontes pra ter embasamento terico para construir o seu texto.
45,Muito bom seu texto; foi construdo com uma linguagem direta e coerente.
46,Texto bom; ter cuidado apenas com as margens do trabalho e sempre fazer cabealho. Preste ateno nas copias da internet e sempre procure escrever com suas palavras.
48,Texto bem redigido; procure apenas ler mais para desenvolver melhor suas ideias.
49,Parabns pelo trabalho desenvolvido!
53,Parabns; muito bom seu trabalho!
54,Muito bem!
55,Parabns!
68,Carssimo; o trabalho precisa de uma sistematizao. Ver as observaes na solicitao. Ademais; o texto atende os pontos pertinentes na sistemtica das ideias pesquisadas. Um abrao.
154,Maria Silvania; Voc discorreu sobre as concepes de lngua/linguagem; mas no refletiu sobre as aulas assistidas conforme solicitado no roteiro da atividade. Abraos.
156,Kesia; Voc discorreu sobre as concepes de lngua/linguagem; mas no refletiu sobre as aulas assistidas conforme solicitado no roteiro da atividade. Abraos.
286,Ol Wilma! Na sua postagem no consta o nome da equipe! Essa informao necessria. Bjsss Joelma Britto
308,Bom; voc deveria terexplorado a teoria com os princpios deAlvaraz y Soler e relacionado pedagogicamente as atividades observadas em sala de aula.
375,Bom trabalho!
492,A atividade era para ser feita em forma de relatrio.Faltou organizao na atividade e a bibliografia.
494,A atividade era para ser: Um relatrio sntese de duas pginas (digitadas); relacionando os problemas encontrados em cada campo/rea; com as discusses feitas; ao longo da disciplina; sobre Etnocentrismo e Relativismo Cultural; colocando as referncias utilizadas.
501,A atividade era para ser feita em forma de relatrio.
518,Aliny; Faltou o relato das aulas assistidas. Abrao.
522,Isalene; Bom trabalho; mas faltou o dilogo com as concepes de lngua/linguagem. Abraos;
523,Excelente!
524,Sheila; Bom trabalho; no prximo fique mais atenta ao gnero textual solicitado. Abraos.
534,Janilda; seu trabalho consta de apenas 2 slides e; portanto; no apresenta os critrios mnimos para uma correo do que fora proposto. Sugiro que voc faa um novo trabalho. Atenciosamente; Adauto
612,Faltou caracterizar melhor os personagens conforme os estilos de liderana estudados.
613,Melhorar a organizao do trabalho; seguir as normas da ABNT. O trabalho em grupo de 5 pessoas; no individual.
614,tima organizao da resenha. Faltou uma melhor caracterizao dos personagens segundo os estilos de liderana estudados.
615,Seguir normas da ABNT para trabalhos acadmicos (estrutura) e colocar a bibliografia consultada.
656,Trabalho conforme; parabns.
665,Faltaram alguns elementos: referncias etc.
666,Tarefa ok
667,Bom trabalho meninas; mas vocs poderiam ter explorado mais os princpios de Alvaraz y Sole e os relacionados as prticas observadas em sala de aula. Lembrem que todos os participantes devem postar a atividade para obter suas notas.
693,Bom trabalho; mas vocs deveriam te explorado os princpios de Alvaraz y Soler e os relacionados com as observaes realizadas.
694,Bom trabalho; mas vocs deveriam te explorado os princpios de Alvaraz y Soler e os relacionados com as observaes realizadas.
697,O relatrio era para ser feito em duas pginas. Ok?
709,Era um relatrio sntese de duas pginas (digitadas).
711,A atividade era para ser: Um relatrio sntese de duas pginas (digitadas); relacionando os problemas encontrados em cada campo/rea; com as discusses feitas; ao longo da disciplina; sobre Etnocentrismo e Relativismo Cultural; colocando as referncias utilizadas.
712,A atividade era para ser feita em forma de relatrio sntese. Equipe: Anderson Neyl da Silva Leal Fabiano Edilson de S Hlder de Souza Gomes Sandra da Silva Marques de S Vanessa Rosa Novaes Feitosa Ferraz
732,Muito bom; parabns.
750,Na atividade deveriam constar fotos da construo de um esquema que poderia ser uma maquete ou desenho e um texto explicativo sobre os Cnidrios (hidrozorios e Cifozorios); no sobre os Porferos.
758,Wilma; Refaa seu trabalho; de forma que todo o contedo seja sintetizado; com fonte maior. Senti falta dos nomes dos componentes do grupo e dos slides iniciais; com elementos pr-textuais. Aguardo retorno
761,Trabalho muito bom; porm senti falta da fundamentao terica. Att. Adriana Miron
771,Refazer; conforme proposta da atividade.
775,Senti falta dos anexos
789,Parabns!
804,Bom dia Ana Lcia! De acordo com a tarefa da webquest; voc no seguiu todos os passos pedidos; no seguiu as normas da ABNT. Os objetivos desse comentrio para que voc observe esses pontos na prxima. Att
816,Maria; Bom trabalho; mas faltou o dilogo com as concepes de linguagem estudadas. Abraos.
817,Bom dia Genivaldo! sobre sua webquest; percebi que o seu est igual ao trabalho de outra aluna. Na prxima webquest observe melhor essa questo. Att
818,Cristine; Bom trabalho; mas faltou o dilogo com as concepes de linguagem estudadas. Abraos.
820,Clia; Bom trabalho; mas faltou o dilogo com as concepes de linguagem estudadas. Abraos.
830,Bom trabalho; continue se dedicando.
834,Boa tarde Maria! sobre sua tarefa da webquest; verifiquei que est igual a de outro aluno; tambm no seguiu os passos sugeridos pela professora; na prxima tenta observar melhor essa questo. att
842,Boa tarde Ccero! o motivo da sua pontuao foi insuficincia da proposta feita pela professora; tenta rever isso na prxima. Att
879,Edna; Bom trabalho; mas faltou o dilogo com as concepes de lngua e linguagem estudadas. Abraos.
899,Boa tarde Maria Lcia! sua nota da webquest foi em funo de est fora da proposta da professora; no atender as normas da ABNT e por conter vrios erros; na prxima observe melhor essa questo. Att
1001,Rutiliane; Bom trabalho; mas faltou o relato das aulas assistidas. Abraos.
1015,Aline; Voc discorreu sobre as concepes de lngua/linguagem; mas no refletiu sobre as aulas assistidas conforme solicitado no roteiro da atividade. Abraos.
1024,Bom trabalho; mas vocs poderiam ter explorado maisos princpios de Alvaraz y Sole e os relacionados as prticas observadas em sala de aula.
